Column_1,Column_1_Link,Column_2,Column_2_Link,Column_3,Column_3_Link,Column_4,Column_4_Link,Column_5,Column_5_Link,Column_6,Column_6_Link,Column_7,Column_7_Link,Column_8,Column_8_Link,Column_9,Column_9_Link,Column_10,Column_10_Link,Column_11,Column_11_Link,Column_12,Column_12_Link,Column_13,Column_13_Link,Column_14,Column_14_Link,Column_15,Column_15_Link,Column_16,Column_16_Link,Column_17,Column_17_Link,Column_18,Column_18_Link,Column_19,Column_19_Link,Column_20,Column_20_Link,Column_21,Column_21_Link,Column_22,Column_22_Link,Column_23,Column_23_Link,Column_24,Column_24_Link,Column_25,Column_25_Link,Column_26,Column_26_Link
Binary Search Trees,,Binary Search Tree | Set 1 (Search and Insertion),https://www.geeksforgeeks.org/binary-search-tree-set-1-search-and-insertion/, Accolite Amazon Microsoft Paytm Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Minimum element in BST ,https://practice.geeksforgeeks.org/problems/minimum-element-in-bst/1, Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Predecessor and Successor,https://practice.geeksforgeeks.org/problems/predecessor-and-successor/1,Google + Adobe + Goladman Sachs + Direct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Check whether BST contains Dead End,https://practice.geeksforgeeks.org/problems/check-whether-bst-contains-dead-end/1,Walmart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Binary Tree to BST,https://practice.geeksforgeeks.org/problems/binary-tree-to-bst/1,HSBC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Kth largest element in BST ,https://practice.geeksforgeeks.org/problems/kth-largest-element-in-bst/1, Accolite Amazon Samsung SAP Labs Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Validate Binary Search Tree,https://leetcode.com/problems/validate-binary-search-tree/, OYO Rooms Qualcomm Samsung Snapdeal VMWare Walmart Wooker Amazon Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Kth Smallest Element in a BST,https://leetcode.com/problems/kth-smallest-element-in-a-bst/, Accolite Amazon Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Delete Node in a BST,https://leetcode.com/problems/delete-node-in-a-bst/,Adobe Barclays,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Flatten BST to sorted list,https://www.geeksforgeeks.org/flatten-bst-to-sorted-list-increasing-order/, Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Preorder to Postorder,https://practice.geeksforgeeks.org/problems/preorder-to-postorder4423/1, Amazon Linkedin Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Count BST nodes that lie in a given range ,https://practice.geeksforgeeks.org/problems/count-bst-nodes-that-lie-in-a-given-range/1, D-E-Shaw Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Populate Inorder Successor for all Nodes,https://practice.geeksforgeeks.org/problems/populate-inorder-successor-for-all-nodes/1,Sap labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Convert Normal BST to Balanced BST,https://www.geeksforgeeks.org/convert-normal-bst-balanced-bst/, Paytm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Merge two BSTs,https://www.geeksforgeeks.org/merge-two-balanced-binary-search-trees/,DE Shaw India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,"Given n appointments, find all conflicting appointments",https://www.geeksforgeeks.org/given-n-appointments-find-conflicting-appointments/,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Replace every element,https://www.geeksforgeeks.org/replace-every-element-with-the-least-greater-element-on-its-right/,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Construct BST from given preorder traversal,https://www.geeksforgeeks.org/construct-bst-from-given-preorder-traversa/, Adobe Morgan Stanley Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Find median of BST in O(n) time and O(1) space,https://www.geeksforgeeks.org/find-median-bst-time-o1-space/, Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Binary Search Trees,,Largest BST in a Binary Tree,https://www.geeksforgeeks.org/largest-bst-binary-tree-set-2/, Amazon D-E-Shaw Samsung Microsoft Flipkart,,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Choose k array elements such that difference of maximum and minimum is minimized,https://www.geeksforgeeks.org/k-numbers-difference-maximum-minimum-k-number-minimized/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Heap Sort,https://www.geeksforgeeks.org/heap-sort/,Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Top K Frequent Elements,https://leetcode.com/problems/top-k-frequent-elements/, Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,k largest elements in an array,https://www.geeksforgeeks.org/k-largestor-smallest-elements-in-an-array/, Amazon Microsoft Walmart Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Next Greater Element,https://www.geeksforgeeks.org/next-greater-element/,Amazon + Microsoft + Flipkart + Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,K’th Smallest/Largest Element in Unsorted Array,https://www.geeksforgeeks.org/kth-smallestlargest-element-unsorted-array/, ABCO Accolite Amazon Cisco Hike Microsoft Snapdeal VMWare Google Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Find the maximum repeating number in O(n) time and O(1) extra space,https://www.geeksforgeeks.org/find-the-maximum-repeating-number-in-ok-time/, Accolite Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,K-th smallest element after removing some integers from natural numbers,https://www.geeksforgeeks.org/k-th-smallest-element-removing-integers-natural-numbers/, ABCO Accolite Amazon Cisco Hike Microsoft Snapdeal VMWare Google Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Find k closest elements to a given value,https://www.geeksforgeeks.org/find-k-closest-elements-given-value/, Amazon OYO Rooms,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,K’th largest element in a stream,https://www.geeksforgeeks.org/kth-largest-element-in-a-stream/, Amazon Cisco Hike OYO Rooms Walmart Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Connect Ropes,https://www.geeksforgeeks.org/connect-n-ropes-minimum-cost/,Amazoon + Oyo + Goldman Sachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Cuckoo Hashing,https://www.geeksforgeeks.org/cuckoo-hashing/,Amaxon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Itinerary from a List of Tickets,https://www.geeksforgeeks.org/find-itinerary-from-a-given-list-of-tickets/,Microsoft + Ola + eBay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Largest Subarray with 0 Sum,http://geeksforgeeks.org/find-the-largest-subarray-with-0-sum/, Amazon MakeMyTrip Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Count distinct elements in every window of size  k,https://www.geeksforgeeks.org/count-distinct-elements-in-every-window-of-size-k/, Accolite Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Group Shifted Strings,https://www.geeksforgeeks.org/group-shifted-string/, Oracle,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Merge K Sorted lists,https://leetcode.com/problems/merge-k-sorted-lists/,Microsoft + Ola + eBay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Find Median from Data Stream,https://leetcode.com/problems/find-median-from-data-stream/, Adobe Amazon Apple Belzabar D-E-Shaw Facebook Flipkart Google Intuit Microsoft Morgan Stanley Ola Cabs Oracle Samsung SAP Labs Yahoo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Sliding Window Maximum,https://www.geeksforgeeks.org/sliding-window-maximum-maximum-of-all-subarrays-of-size-k/, Amazon Directi Flipkart Microsoft Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Find the smallest positive number,https://www.geeksforgeeks.org/find-the-smallest-positive-number-missing-from-an-unsorted-array/, Accolite Amazon Samsung Snapdeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Find Surpasser Count of each element in array,https://www.geeksforgeeks.org/find-surpasser-count-of-each-element-in-array/, Amazon Morgan Stanley Ola Cabs SAP Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Tournament Tree and Binary Heap,https://www.geeksforgeeks.org/tournament-tree-and-binary-heap/, Amazon Ola Cabs Samsung Synopsys Walmart Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Check for palindrome,https://www.geeksforgeeks.org/online-algorithm-for-checking-palindrome-in-a-stream/, Amazon Cisco D-E-Shaw Facebook FactSet Morgan Stanley Paytm Zoho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Length of the largest subarray with contiguous elements,https://www.geeksforgeeks.org/length-largest-subarray-contiguous-elements-set-2/, Amazon Intuit Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Palindrome Substring Queries,https://www.geeksforgeeks.org/palindrome-substring-queries/, Amazon Morgan Stanley Ola Cabs SAP Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Subarray distinct elements,https://www.geeksforgeeks.org/subarrays-distinct-elements/,Microsoft + Ola + eBay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,Find the recurring function,https://www.geeksforgeeks.org/find-recurring-sequence-fraction/, MAQ Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Heaps & Hashing,,K maximum sum combinations from two arrays,https://www.geeksforgeeks.org/k-maximum-sum-combinations-two-arrays/, Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,BFS,https://practice.geeksforgeeks.org/problems/bfs-traversal-of-graph/1,Samsung + Delhivery + SAP Labs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,DFS,https://www.geeksforgeeks.org/depth-first-search-or-dfs-for-a-graph/,Samsung + Intuit + Goldman Sachs,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Flood Fill Algorithm,https://leetcode.com/problems/flood-fill/,Google + Adobe + Apple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Number of Triangles,https://www.geeksforgeeks.org/number-of-triangles-in-directed-and-undirected-graphs/,IBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Detect cycle in a graph,https://www.geeksforgeeks.org/detect-cycle-in-a-graph/,Lenksart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Detect cycle in an undirected graph ,https://practice.geeksforgeeks.org/problems/detect-cycle-in-an-undirected-graph/1,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Rat in a Maze Problem,https://practice.geeksforgeeks.org/problems/rat-in-a-maze-problem/1,Sharechat  + Directi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Steps by Knight,https://practice.geeksforgeeks.org/problems/steps-by-knight5927/1,Samsung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Clone graph,https://leetcode.com/problems/clone-graph/,Google + MAQ Software + Apple + Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Number of Operations to Make Network Connected,https://leetcode.com/problems/number-of-operations-to-make-network-connected/,Samsung ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Dijkstra’s shortest path algorithm,https://www.geeksforgeeks.org/dijkstras-shortest-path-algorithm-greedy-algo-7/,Amazon ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Topological Sort,https://practice.geeksforgeeks.org/problems/topological-sort/1,Amazon + Google + Flipkart + Oyo + Fipkart + Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Oliver and the Game,https://www.hackerearth.com/practice/algorithms/graphs/topological-sort/practice-problems/algorithm/oliver-and-the-game-3/,Sharechat  + Directi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Minimum time taken by each job to be completed given by a Directed Acyclic Graph,https://www.geeksforgeeks.org/minimum-time-taken-by-each-job-to-be-completed-given-by-a-directed-acyclic-graph/,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Find whether it is possible to finish all tasks or not from given dependencies,https://www.geeksforgeeks.org/find-whether-it-is-possible-to-finish-all-tasks-or-not-from-given-dependencies/,Directi + Sharechat,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Find the number of islands,https://practice.geeksforgeeks.org/problems/find-the-number-of-islands/1,Razorpay,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Prim's Algo,https://www.geeksforgeeks.org/prims-minimum-spanning-tree-mst-greedy-algo-5/,Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,, Negative Weighted Cycle,https://practice.geeksforgeeks.org/problems/negative-weight-cycle3504/1,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Floyd Warshall,https://practice.geeksforgeeks.org/problems/implementing-floyd-warshall2042/1,Google + Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Graph Coloring,https://www.geeksforgeeks.org/graph-coloring-applications/,Morgan Stanley,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Snakes and Ladders,https://leetcode.com/problems/snakes-and-ladders/,Goldman Sachs +Makemytrip,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Kosaraju's Theorem,https://practice.geeksforgeeks.org/problems/strongly-connected-components-kosarajus-algo/1,Paytm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Journey to moon,https://www.hackerrank.com/challenges/journey-to-the-moon/problem,Lenksart + Payload,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Vertex Cover,https://www.geeksforgeeks.org/vertex-cover-problem-set-1-introduction-approximate-algorithm-2/,Intuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,M Coloring Problem,https://practice.geeksforgeeks.org/problems/m-coloring-problem-1587115620/1,Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Cheapest Flights Within K Stops,https://leetcode.com/problems/cheapest-flights-within-k-stops/description/,Uber + Paypal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Find if there is a path of more than k length from a source,https://www.geeksforgeeks.org/find-if-there-is-a-path-of-more-than-k-length-from-a-source/,Cisco + Intuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Bellman Ford,https://www.geeksforgeeks.org/detect-negative-cycle-graph-bellman-ford/,Sharechat  + Directi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Bipartitie Graph,https://www.geeksforgeeks.org/bipartite-graph/,Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Word-Ladder,https://leetcode.com/problems/word-ladder/,Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Allen Dictionary,https://practice.geeksforgeeks.org/problems/alien-dictionary/1,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Kruskals MST,https://www.geeksforgeeks.org/kruskals-minimum-spanning-tree-algorithm-greedy-algo-2/, Amazon Cisco Samsung,,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Total number spanning trees graph,https://www.geeksforgeeks.org/total-number-spanning-trees-graph/, Amazon Cisco Samsung Microsoft Flipkart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Travelling Salesman,https://www.geeksforgeeks.org/travelling-salesman-problem-set-1/,Google + Microsoft + Opera,,Important,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Find longest path directed acyclic graph ,https://www.geeksforgeeks.org/find-longest-path-directed-acyclic-graph/,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Two Clique Problem,https://www.geeksforgeeks.org/two-clique-problem-check-graph-can-divided-two-cliques/,Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Minimise the cash flow,https://www.geeksforgeeks.org/minimize-cash-flow-among-given-set-friends-borrowed-money/,Intuit + Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Chinese postman,https://www.geeksforgeeks.org/chinese-postman-route-inspection-set-1-introduction/,Intuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Water Jug ,https://www.geeksforgeeks.org/water-jug-problem-using-bfs/,Intuit + Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graphs,,Water Jug 2,https://www.geeksforgeeks.org/water-jug-problem-using-bfs/, MakeMyTrip MAQ Software,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tries,,Construct a trie from scratch,https://www.geeksforgeeks.org/trie-insert-and-search/, Accolite Amazon D-E-Shaw FactSet Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tries,,Print unique rows in a given boolean matrix,https://practice.geeksforgeeks.org/problems/unique-rows-in-boolean-matrix/1, Amazon Zoho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tries,,Word Break Problem | (Trie solution),https://www.geeksforgeeks.org/word-break-problem-trie-solution/, Amazon Google Hike IBM MAQ Software Microsoft Walmart Zoho,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tries,,"Given a sequence of words, print all anagrams together",https://practice.geeksforgeeks.org/problems/k-anagrams-1/0, Amazon D-E-Shaw Goldman Sachs Morgan Stanley Snapdeal Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tries,,Find shortest unique prefix for every word in a given list,https://www.geeksforgeeks.org/find-all-shortest-unique-prefixes-to-represent-each-word-in-a-given-list/, Microsoft Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tries,,Implement a Phone Directory,https://practice.geeksforgeeks.org/problems/phone-directory/0,Amazon + Microsoft + Snapdeal,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Knapsack with Duplicate Items,https://practice.geeksforgeeks.org/problems/knapsack-with-duplicate-items4201/1,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,BBT counter,https://practice.geeksforgeeks.org/problems/bbt-counter4914/1,Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Reach a given score,https://practice.geeksforgeeks.org/problems/reach-a-given-score-1587115621/1,Samsung,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Maximum difference of zeros and ones in binary string,https://practice.geeksforgeeks.org/problems/maximum-difference-of-zeros-and-ones-in-binary-string4111/1,Ola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Climbing Stairs,https://leetcode.com/problems/climbing-stairs/,Intuit,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Permutation Coefficient,https://www.geeksforgeeks.org/permutation-coefficient/,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Longest Repeating Subsequence,https://practice.geeksforgeeks.org/problems/longest-repeating-subsequence2004/1,Google + Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Pairs with specific difference ,https://practice.geeksforgeeks.org/problems/pairs-with-specific-difference1533/1,Ola,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Longest subsequence-1 ,https://practice.geeksforgeeks.org/problems/longest-subsequence-such-that-difference-between-adjacents-is-one4724/1,Amazon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Coin Change,https://leetcode.com/problems/coin-change/,Microsoft+ Samsung + Barclays + Apple + Adobe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,LIS,https://leetcode.com/problems/longest-increasing-subsequence/,Amazon + Google + Facebook + Fidelity International,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Longest Common Subsequence,https://leetcode.com/problems/longest-common-subsequence/,Siemens + Amazon + Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Word Break,https://leetcode.com/problems/word-break/,Amazon + Google + Microsoft + Walmart + Apple + IBM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Combination Sum IV,https://leetcode.com/problems/combination-sum-iv/, Adobe Amazon Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,House Robber,https://leetcode.com/problems/house-robber/,Apple + Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Houe Robber 2,https://leetcode.com/problems/house-robber-ii/, Arrays Dynamic Programming,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Decode Ways,https://leetcode.com/problems/decode-ways/,Adobe + Uber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Unique Paths,https://leetcode.com/problems/unique-paths/,Google + Microsoft,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Jumps Game,https://leetcode.com/problems/jump-game/, Facebook Amazon Microsoft Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Knapsack Problem,https://practice.geeksforgeeks.org/problems/0-1-knapsack-problem0945/1, Amazon Directi Flipkart GreyOrange Microsoft Mobicip Morgan Stanley Oracle Payu Snapdeal Visa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,nCr,https://practice.geeksforgeeks.org/problems/ncr1019/1,Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Catalan Number,https://www.geeksforgeeks.org/program-nth-catalan-number/,Amazon + Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Edit Distance,https://practice.geeksforgeeks.org/problems/edit-distance3702/1,Google + Goldman Sachs + Citrix,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DP,,Subset Sum ,https://practice.geeksforgeeks.org/problems/subset-sum-problem2014/1,Amazon + Google,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
